代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
603517	绝味食品	-1.70	40.69	-0.69	40.00	40.00	0	0	--  	--  	--  	--  	--  	40.69	    30.24	0	  0.29	食品	湖南	0.00	40.69	0	0	--  	90	90	-3	360000	--  	--  	--  	          2.64	        107.35亿	        247.65亿	  0.00	      0	--  	--  	-1	6.35	-8.68	-12.21	-12.40	--  	        107.35亿	32.26	38.66	1.09	-- -- 				-1.70	--  	--  	-1.70	--  	--  	--  	--  	20191125	20170317	          6.09	--  	--  	53.23	36.98	          0.00	30.51	25.10	10.79	1.88	9.22	4.33	0.11	8.28	38.86	25.38	7.83	0.28	8.07	6.07	6.14	5.92	20.64	8.64	5.70	11899.00	         22171	90.21万	26.06	18.98	          6.55	28.66	6.37	1.01	1.060㈢	          6.21	6.21	          1.36	          3.39	          1.42	         69.49	  16.61㈢	         34.70	         20.16	         15.81	0.10	4066	603517	--  	--  	--  	
002888	惠威科技	-1.70	22.39	-0.38	22.01	22.01	0	0	--  	--  	--  	--  	--  	22.39	   128.49	0	  0.51	元器件	广东	0.00	22.39	0	0	--  	90	90	17	198100	--  	--  	--  	          0.36	          7.97亿	         27.92亿	  0.00	      0	--  	--  	2	7.70	-6.67	1.68	2.99	--  	          7.97亿	116.39	98.90	1.12	-- -- 				-1.70	--  	--  	-1.70	--  	--  	--  	--  	20191029	20170721	          1.25	--  	--  	4.57	4.12	--  	9.90	3.29	1.11	0.06	0.40	1.11	0.06	1.39	1.84	1.17	0.15	0.04	0.18	0.16	0.16	0.09	1.32	0.33	0.09	14135.00	          2517	5.64万	-20.65	1.80	          6.78	85.71	15.18	1.79	0.131㈢	          3.30	0.00	          1.12	          1.06	          0.26	         90.10	   3.96㈢	         36.33	          8.17	          8.86	0.16	876	002888	--  	--  	--  	
600751	海航科技	-1.71	2.93	-0.05	2.88	2.88	0	0	--  	--  	--  	--  	--  	2.93	    23.10	0	  0.94	水运	天津	0.00	2.93	0	0	--  	3070	3070	777	884200	--  	--  	--  	         25.73	         75.39亿	         84.95亿	  0.00	      0	--  	--  	-1	0.35	0.00	3.90	0.00	--  	         33.53亿	29.05	141.01	1.14	-- -- 				-1.71	--  	--  	-1.71	--  	--  	--  	--  	20191031	19960909	         28.99	          3.26	--  	1272.30	137.56	         47.65	85.44	947.05	27.62	88.44	864.99	293.88	497.21	102.06	2420.89	2250.12	9.56	0.62	9.56	4.10	2.76	2.14	4.96	28.98	15.99	92876.00	         15831	4.64万	532.42	4.08	          0.62	2.93	0.04	0.00	0.095㈢	          4.74	0.00	          3.52	          0.17	          1.00	         10.81	   2.01㈢	          7.05	          0.39	          0.11	--  	35175	600751	--  	--  	--  	
600641	万业企业	-1.71	26.87	-0.46	26.41	26.41	0	0	--  	--  	--  	--  	--  	26.87	    28.08	0	  0.38	区域地产	上海	0.00	26.87	0	0	--  	472	472	14	1246600	--  	--  	--  	          8.06	        216.61亿	        216.61亿	  0.00	      0	--  	--  	8	12.37	33.68	91.79	42.93	--  	         98.45亿	34.35	22.28	1.61	多头排列				-1.71	--  	--  	-1.71	--  	--  	--  	--  	20200116	19930407	          8.06	--  	--  	70.82	62.65	          0.03	11.50	52.59	0.64	0.50	6.93	8.29	0.56	1.91	17.58	9.20	7.38	0.04	7.82	5.80	5.79	4.92	46.91	1.36	-28.27	35754.00	         10247	27.53万	-37.11	-30.15	          3.46	159.08	12.32	0.69	0.740㈢	          7.77	0.00	          0.24	          5.82	          0.17	         88.46	   9.24㈢	         47.68	         41.96	         32.91	0.02	457	600641	--  	--  	--  	
000679	大连友谊	-1.71	3.50	-0.06	3.44	3.44	0	0	--  	--  	--  	--  	--  	3.50	--  	0	  1.09	百货	辽宁	0.00	3.50	0	0	--  	159	159	204	54700	--  	--  	--  	          3.56	         12.47亿	         12.47亿	  0.00	      0	--  	--  	2	1.74	-12.50	-4.63	-1.96	--  	          8.92亿	--  	--  	0.98	-- -- 				-1.71	--  	--  	-1.71	--  	--  	--  	--  	20191031	19970124	          3.56	--  	--  	48.95	7.94	          0.69	82.36	38.93	2.43	1.47	36.35	27.40	0.11	0.69	5.80	4.91	-1.93	0.00	-1.57	-1.57	-1.42	-1.65	1.71	1.21	-1.87	23538.00	         10829	3.79万	10.59	-29.09	          1.57	10.31	2.15	0.00	-0.398㈢	          2.23	0.00	          0.19	          0.48	          0.34	         16.23	 -17.88㈢	         15.42	        -33.18	        -24.46	--  	526	000679	--  	--  	--  	
000586	汇源通信	-1.72	10.49	-0.18	10.31	10.31	0	0	--  	--  	--  	--  	--  	10.49	   246.21	0	  0.29	通信设备	四川	0.00	10.49	0	0	--  	136	136	7	140200	--  	--  	--  	          1.93	         20.29亿	         20.29亿	  0.00	      0	--  	--  	2	-0.10	1.65	1.75	3.35	--  	         13.10亿	392.46	--  	0.98	-- -- 				-1.72	--  	--  	-1.72	--  	--  	--  	--  	20191030	19951220	          1.93	--  	--  	6.09	2.42	          0.25	56.14	5.27	0.45	0.21	3.21	1.20	2.49	0.65	2.78	2.04	0.05	0.01	0.06	0.04	0.06	0.04	-0.34	-0.35	-0.03	28285.00	          4416	4.63万	427.72	10.97	          8.37	-58.32	7.31	0.00	0.032㈢	          1.25	0.00	          0.33	         -0.17	         -0.18	         39.81	   2.55㈢	         26.44	          1.70	          2.23	0.10	983	000586	--  	--  	--  	
002014	永新股份	-1.72	9.31	-0.16	9.15	9.15	0	0	--  	--  	--  	--  	--  	9.31	    19.02	0	  0.36	塑料	安徽	0.00	9.31	0	0	--  	39	39	17	35700	--  	--  	--  	          5.01	         46.66亿	         46.89亿	  0.00	      0	--  	--  	2	6.65	-1.69	13.40	-4.22	--  	         16.99亿	17.96	20.81	0.83	MACD金叉				-1.72	--  	--  	-1.72	--  	--  	--  	--  	20191223	20040708	          5.04	--  	--  	25.02	17.74	          0.35	27.72	15.85	7.06	0.60	6.36	2.98	4.62	4.31	18.56	14.10	2.17	0.05	2.17	1.88	1.85	1.78	7.06	1.86	0.89	19536.00	          9342	8.70万	23.95	11.85	          2.64	25.17	2.53	3.72	0.367㈢	          3.52	0.00	          0.86	          1.40	          0.37	         70.89	  10.42㈢	         24.02	         11.71	          9.96	0.75	1949	002014	--  	--  	--  	
601003	柳钢股份	-1.74	5.18	-0.09	5.09	5.09	0	0	--  	--  	--  	--  	--  	5.18	     6.71	0	  1.96	普钢	广西	0.00	5.18	0	0	--  	666	666	-74	339000	--  	--  	--  	         25.63	        132.75亿	        132.75亿	  0.00	      0	--  	--  	2	0.98	-4.78	6.15	-8.32	--  	         23.23亿	4.68	2.88	1.28	KDJ死叉				-1.74	--  	--  	-1.74	--  	--  	--  	--  	20191031	20070227	         25.63	--  	--  	279.68	104.78	--  	62.54	186.65	85.91	0.07	161.31	61.40	2.23	2.08	351.22	319.42	17.06	0.00	17.11	14.84	14.84	14.51	60.04	43.30	10.75	59411.00	          7547	3.91万	-54.41	1.94	          1.27	3.07	0.38	11.58	0.579㈢	          4.09	0.00	          0.08	          2.34	          1.69	         37.46	  14.16㈢	          9.05	          4.86	          4.22	10.11	9753	601003	--  	--  	--  	
600428	中远海特	-1.75	3.42	-0.06	3.36	3.36	0	0	--  	--  	--  	--  	--  	3.42	    37.49	0	  2.53	水运	广东	0.00	3.42	0	0	--  	1000	1000	1004	336000	--  	--  	--  	         21.47	         73.42亿	         73.42亿	  0.00	      0	--  	--  	5	3.32	-9.04	-2.29	-8.56	--  	         28.22亿	70.67	85.30	1.20	-- -- 				-1.75	--  	--  	-1.75	--  	--  	--  	--  	20191031	20020418	         21.47	--  	--  	221.71	98.21	          0.17	55.63	32.48	166.82	3.63	61.97	3.81	11.23	42.82	60.80	51.30	2.35	0.44	1.89	1.46	1.47	1.73	27.28	7.01	-5.15	103153.00	          7999	2.74万	13.81	10.29	          0.75	10.47	1.21	0.00	0.068㈢	          4.58	0.00	          1.99	          1.27	          0.33	         44.30	   1.50㈢	         15.62	          3.87	          2.42	0.02	1733	600428	--  	--  	--  	
300708	聚灿光电	-1.76	17.01	-0.30	16.71	16.71	0	0	--  	--  	--  	--  	--  	17.01	   542.85	0	  0.78	半导体	江苏	0.00	17.01	0	0	--  	994	994	-237	1661000	--  	--  	--  	          0.88	         14.98亿	         44.21亿	  0.00	      0	--  	--  	-1	3.85	17.63	29.16	26.37	--  	         14.60亿	542.84	542.84	1.24	-- -- 				-1.76	--  	--  	-1.76	--  	--  	--  	--  	20200202	20171016	          2.60	--  	--  	26.93	7.30	--  	72.89	14.59	9.55	0.45	14.53	1.85	4.01	2.76	11.43	9.96	0.08	-0.00	0.08	0.08	0.08	-0.60	1.73	3.88	-0.41	27448.00	          3128	5.32万	-60.02	104.61	          6.06	11.40	3.87	0.12	0.031㈣	          2.81	0.00	          1.06	          0.67	          1.49	         27.11	   1.12㈣	         12.90	          0.70	          0.71	0.46	1054	300708	--  	--  	--  	
002327	富安娜	-1.77	6.79	-0.12	6.67	6.67	0	0	--  	--  	--  	--  	--  	6.79	    17.61	0	  0.67	纺织	深圳	0.00	6.79	0	0	--  	100	100	337	66700	--  	--  	--  	          4.99	         33.86亿	         57.72亿	  0.00	      0	--  	--  	2	0.59	-7.74	1.65	-2.16	--  	         26.47亿	11.58	10.62	0.86	MACD金叉				-1.77	--  	--  	-1.77	--  	--  	--  	--  	20191230	20091230	          8.50	--  	--  	42.22	32.53	--  	22.95	24.28	9.84	1.09	9.53	8.33	0.80	2.38	16.77	8.09	2.91	0.41	2.93	2.46	2.46	2.11	22.36	6.40	-0.46	32738.00	         11908	8.09万	-15.44	-4.88	          1.83	9.02	3.44	7.45	0.290㈢	          3.72	3.72	          0.28	          2.63	          0.75	         77.05	   7.56㈢	         51.78	         17.34	         14.66	0.51	5671	002327	--  	--  	--  	
600129	太极集团	-1.77	12.44	-0.22	12.22	12.22	0	0	--  	--  	--  	--  	--  	12.44	    41.95	0	  1.05	中成药	重庆	0.00	12.44	0	0	--  	300	300	7	366600	--  	--  	--  	          5.44	         67.66亿	         69.28亿	  0.00	      0	--  	--  	1	-3.64	-1.58	9.03	9.41	--  	         44.80亿	145.48	98.60	0.00	-- -- 				-1.77	--  	--  	-1.77	--  	--  	--  	--  	20191125	19971118	          5.57	--  	--  	135.08	33.66	         -0.11	75.16	77.23	28.54	12.07	83.56	28.65	16.95	20.60	89.91	52.16	2.45	-0.01	2.30	1.22	1.24	0.79	6.29	1.09	-1.27	32000.00	         11253	14.00万	-15.46	16.12	          2.06	63.66	0.77	0.80	0.222㈢	          6.04	0.00	          3.70	          1.13	          0.20	         24.92	   3.68㈢	         41.99	          2.73	          1.38	0.38	13494	600129	--  	--  	--  	
002207	ST准油	-1.77	5.65	-0.10	5.55	5.55	0	0	--  	--  	--  	--  	--  	5.65	--  	0	  9.06	石油开采	新疆	0.00	5.65	0	0	--  	444	444	268	246400	--  	--  	--  	          2.37	         13.41亿	         13.51亿	  0.00	      0	--  	--  	2	0.54	-1.91	-3.91	-1.74	--  	         10.26亿	--  	--  	0.31	-- -- 				-1.77	--  	--  	-1.77	--  	--  	--  	--  	20191029	20080128	          2.39	--  	--  	3.84	0.12	--  	96.75	1.76	1.33	0.08	3.10	0.01	1.44	2.21	1.95	1.61	0.09	0.00	-0.01	-0.01	-0.01	0.05	-5.01	0.21	-0.24	19511.00	          9310	5.26万	94.13	14.36	        108.18	63.19	6.93	0.00	-0.004㈢	          0.05	0.00	          0.92	         -2.10	          0.09	          3.25	  -8.13㈢	         17.57	          4.37	         -0.52	--  	814	002207	--  	--  	--  	
600155	华创阳安	-1.77	13.53	-0.24	13.29	13.29	0	0	--  	--  	--  	--  	--  	13.53	    54.43	0	  1.02	证券	北京	0.00	13.53	0	0	--  	1589	1589	15	2111800	--  	--  	--  	         16.90	        228.71亿	        235.36亿	  0.00	      0	--  	--  	-1	4.08	0.30	15.05	-3.56	--  	        126.60亿	104.27	157.47	1.60	-- -- 				-1.77	--  	--  	-1.77	--  	--  	--  	--  	20191226	19980918	         17.40	--  	--  	425.16	150.94	          0.73	64.33	318.11	3.56	1.14	185.47	0.22	1.65	134.28	1.65	0.21	4.62	6.30	4.66	3.33	3.24	3.50	-1.12	4.70	4.51	69116.00	         13538	18.32万	30.74	64.79	          1.56	50.11	142.30	0.00	0.186㈢	          8.68	0.00	          7.72	         -0.06	          0.27	         35.50	   2.15㈢	         87.11	        279.47	        196.06	--  	2577	600155	--  	--  	--  	
002531	天顺风能	-1.79	6.15	-0.11	6.04	6.04	0	0	--  	--  	--  	--  	--  	6.15	    15.03	0	  0.68	电气设备	江苏	0.00	6.15	0	0	--  	550	550	183	332200	--  	--  	--  	         17.69	        108.79亿	        109.41亿	  0.00	      0	--  	--  	-1	1.31	-6.39	2.50	-2.69	--  	         51.76亿	16.63	23.30	1.03	-- -- 				-1.79	--  	--  	-1.79	--  	--  	--  	--  	20200203	20101231	         17.79	--  	--  	138.94	56.53	          1.26	58.40	67.41	52.84	2.87	56.46	12.97	20.82	17.05	38.04	27.53	6.34	0.44	6.37	5.50	5.46	5.27	21.08	6.10	0.36	39141.00	         21503	13.22万	52.66	51.55	          1.94	17.94	2.88	0.97	0.307㈢	          3.18	0.00	          0.96	          1.19	          0.34	         40.69	   9.66㈢	         27.63	         16.67	         14.35	0.22	1254	002531	--  	--  	--  	
600168	武汉控股	-1.80	8.35	-0.15	8.20	8.20	0	0	--  	--  	--  	--  	--  	8.35	    17.58	0	  0.19	水务	湖北	0.00	8.35	0	0	--  	369	369	213	302600	--  	--  	--  	          7.10	         59.25亿	         59.25亿	  0.00	      0	--  	--  	-2	3.21	22.97	31.08	24.81	--  	         23.57亿	19.42	21.17	1.00	阶段放量				-1.80	--  	--  	-1.80	--  	--  	--  	--  	20191031	19980427	          7.10	--  	--  	151.32	51.80	          2.42	64.17	46.25	61.89	7.21	52.99	0.05	27.94	15.13	11.54	7.45	2.56	0.06	2.77	2.50	2.53	2.30	26.89	3.01	5.85	34694.00	          8137	6.79万	11.07	9.91	          1.14	19.67	5.13	1.43	0.356㈢	          7.30	0.00	          2.13	          3.79	          0.42	         34.23	   4.88㈢	         35.45	         22.17	         21.90	--  	1066	600168	--  	--  	--  	
300208	青岛中程	-1.81	6.09	-0.11	5.98	5.98	0	0	--  	--  	--  	--  	--  	6.09	--  	0	  0.19	电气设备	山东	0.00	6.09	0	0	--  	60	60	53	35900	--  	--  	--  	          6.40	         38.96亿	         45.64亿	  0.00	      0	--  	--  	1	3.92	-10.31	-11.74	-15.18	--  	         18.88亿	--  	24.27	0.80	-- -- 				-1.81	--  	--  	-1.81	--  	--  	--  	--  	20191114	20110426	          7.49	--  	--  	54.79	20.69	          0.19	61.89	42.29	1.26	5.33	33.85	26.65	8.90	2.08	6.87	6.05	-0.79	-0.00	-0.71	-0.68	-0.62	-0.69	10.05	-6.93	-0.30	26000.00	         11927	7.26万	-123.84	-36.03	          2.21	-6.59	6.65	0.49	-0.082㈢	          2.76	0.00	          0.28	          1.34	         -0.92	         37.76	  -2.99㈢	         11.83	        -11.57	         -9.00	0.05	528	300208	--  	--  	--  	
603113	金能科技	-1.81	10.50	-0.19	10.31	10.31	0	0	--  	--  	--  	--  	--  	10.50	     8.98	0	  0.49	化工原料	山东	0.00	10.50	0	0	--  	237	237	4	244300	--  	--  	--  	          3.32	         34.85亿	         70.97亿	  0.00	      0	--  	--  	-1	3.25	-4.55	2.92	-2.69	--  	         30.01亿	7.55	5.59	1.24	-- -- 				-1.81	--  	--  	-1.81	--  	--  	--  	--  	20200221	20170511	          6.76	--  	--  	70.13	54.58	--  	22.17	28.57	22.90	8.25	12.25	4.84	4.85	17.84	62.08	53.00	6.72	0.44	6.97	5.93	5.93	5.05	27.11	2.17	-8.08	36284.00	          7876	8.27万	-35.74	-2.24	          1.30	32.76	1.14	1.41	0.877㈢	          8.07	0.00	          2.64	          4.01	          0.32	         77.83	  10.86㈢	         14.62	         10.83	          9.55	0.16	2572	603113	--  	--  	--  	
600053	九鼎投资	-1.82	29.19	-0.53	28.66	28.66	0	0	--  	--  	--  	--  	--  	29.19	    42.05	0	  0.42	多元金融	江西	0.00	29.19	0	0	--  	212	212	-38	607600	--  	--  	--  	          4.34	        126.55亿	        126.55亿	  0.00	      0	--  	--  	-1	2.96	5.00	40.95	14.79	--  	         33.50亿	24.81	44.53	1.89	-- -- 				-1.82	--  	--  	-1.82	--  	--  	--  	--  	20191029	19970418	          4.34	--  	--  	45.20	20.63	          0.52	53.22	31.03	0.33	0.00	20.56	20.63	1.18	1.87	5.72	0.10	2.54	0.64	2.53	2.25	2.26	2.26	12.85	1.73	-4.08	21081.00	          5444	15.89万	132920.58	-4.21	          6.14	73.06	22.14	2.54	0.521㈢	          4.76	0.00	          0.43	          2.96	          0.40	         45.63	  10.94㈢	         98.17	         44.41	         39.48	--  	330	600053	--  	--  	--  	
002820	桂发祥	-1.82	11.00	-0.20	10.80	10.80	0	0	--  	--  	--  	--  	--  	11.00	    24.32	0	  0.63	食品	天津	0.00	11.00	0	0	--  	52	52	-92	56200	--  	--  	--  	          2.03	         22.30亿	         22.53亿	  0.00	      0	--  	--  	2	2.24	-13.52	-7.02	-7.17	--  	          7.85亿	27.26	26.78	0.87	-- -- 				-1.82	--  	--  	-1.82	--  	--  	--  	--  	20191115	20161118	          2.05	--  	--  	11.22	10.62	--  	5.27	7.21	1.49	0.40	0.48	0.44	0.28	4.85	3.97	2.04	0.87	0.16	0.90	0.69	0.69	0.65	3.74	0.75	-4.97	16886.00	          4228	4.65万	-2.10	3.55	          2.12	30.21	5.68	1.78	0.339㈢	          5.19	0.00	          2.37	          1.83	          0.36	         94.73	   6.54㈢	         48.68	         21.82	         17.50	0.02	1034	002820	--  	--  	--  	
600149	ST坊展	-1.82	4.94	-0.09	4.85	4.85	0	0	--  	--  	--  	--  	--  	4.94	--  	0	  0.47	综合类	河北	0.00	4.94	0	0	--  	50	50	8	24300	--  	--  	--  	          3.80	         18.78亿	         18.78亿	  0.00	      0	--  	--  	0	1.23	-8.86	-1.20	-7.66	--  	         12.15亿	208.06	913.11	0.62	-- -- 				-1.82	--  	--  	-1.82	--  	--  	--  	--  	20191031	19991014	          3.80	--  	--  	6.57	2.02	          0.60	60.06	1.46	2.72	0.16	1.10	0.01	0.10	1.06	1.03	0.81	0.06	0.02	0.05	0.02	-0.04	-0.04	-3.31	-0.52	-0.34	37496.00	          6559	3.24万	61.73	235.61	          9.30	-36.44	18.27	0.00	-0.011㈢	          0.53	0.00	          0.28	         -0.87	         -0.14	         30.77	  -2.14㈢	         21.19	          5.83	         -4.20	--  	128	600149	--  	--  	--  	
603706	东方环宇	-1.83	18.04	-0.33	17.71	17.71	0	0	--  	--  	--  	--  	--  	18.04	    29.14	0	  0.31	供气供热	新疆	0.00	18.04	0	0	--  	30	30	2	53100	--  	--  	--  	          0.58	         10.52亿	         28.86亿	  0.00	      0	--  	--  	2	1.64	-10.34	-20.35	-9.85	--  	         10.52亿	27.48	30.75	1.09	温和放量上攻				-1.83	--  	--  	-1.83	--  	--  	--  	--  	20200217	20180709	          1.60	--  	--  	13.55	11.26	--  	16.87	9.04	2.74	0.74	1.52	0.26	0.43	6.09	3.11	1.95	0.86	0.15	0.87	0.74	0.74	0.61	2.77	0.78	-0.74	17823.00	          3273	5.90万	17.68	10.46	          2.56	37.20	9.27	1.94	0.464㈢	          7.04	0.00	          3.80	          1.73	          0.48	         83.13	   6.60㈢	         37.48	         27.71	         23.87	--  	445	603706	--  	--  	--  	
002171	楚江新材	-1.83	8.20	-0.15	8.05	8.05	0	0	--  	--  	--  	--  	--  	8.20	    23.02	0	  1.20	铜	安徽	0.00	8.20	0	0	--  	2301	2301	1615	1852300	--  	--  	--  	         10.81	         88.61亿	        109.36亿	  0.00	      0	--  	--  	2	4.86	12.95	37.12	10.66	--  	         51.91亿	24.11	26.77	1.18	KDJ金叉				-1.83	--  	--  	-1.83	--  	--  	--  	--  	20200202	20070921	         13.34	--  	--  	82.13	55.86	          1.13	30.61	47.80	10.06	3.82	23.73	14.93	14.17	28.23	117.23	108.10	4.23	0.41	4.20	3.67	3.56	2.35	13.51	-4.00	-1.71	39991.00	         15830	12.98万	14.48	20.28	          2.00	-27.36	0.93	0.00	0.290㈢	          4.11	4.11	          2.12	          1.01	         -0.30	         68.01	   6.38㈢	          7.79	          3.61	          3.04	3.32	5279	002171	--  	--  	--  	
300807	天迈科技	-1.83	54.07	-0.99	53.08	53.08	0	0	--  	--  	--  	--  	--  	54.07	    91.09	0	  0.35	软件服务	河南	0.00	54.07	0	0	--  	43	43	0	228200	--  	--  	--  	          0.17	          9.19亿	         36.69亿	  0.00	      0	--  	--  	-1	0.63	-6.53	205.83	-0.93	--  	          9.19亿	46.16	62.98	0.00	-- -- 				-1.83	--  	--  	-1.83	--  	--  	--  	--  	20191218	20191219	          0.68	--  	--  	5.70	3.76	          0.00	34.02	3.96	0.38	0.11	1.53	1.28	1.56	1.13	2.31	1.15	0.26	-0.01	0.32	0.30	0.30	0.18	1.94	-0.56	-1.11	34499.00	           493	2.66万	0.00	0.00	          5.76	-65.79	15.89	0.00	0.445㈢	          9.38	9.38	          1.66	          2.85	         -0.82	         65.93	   8.04㈢	         50.35	         11.31	         13.08	0.37	601	300807	--  	--  	--  	
000068	华控赛格	-1.83	3.82	-0.07	3.75	3.75	0	0	--  	--  	--  	--  	--  	3.82	--  	0	  0.24	环境保护	深圳	0.00	3.82	0	0	--  	159	159	55	59600	--  	--  	--  	         10.07	         38.45亿	         38.45亿	  0.00	      0	--  	--  	2	3.80	-5.21	-6.83	-8.39	--  	         20.24亿	--  	--  	0.93	温和放量上攻				-1.83	--  	--  	-1.83	--  	--  	--  	--  	20200221	19970611	         10.07	--  	--  	39.21	4.51	          4.12	78.00	14.53	1.59	0.34	17.15	0.51	1.97	11.93	0.99	0.71	-0.74	-0.06	-0.74	-0.74	-0.72	-0.77	-19.07	-0.31	2.01	51227.00	         10345	3.95万	-48.28	-27.12	          8.53	-122.57	38.87	0.00	-0.071㈢	          0.45	0.00	          1.19	         -1.89	         -0.03	         11.50	 -15.94㈢	         28.51	        -74.68	        -72.65	0.11	541	000068	--  	--  	--  	
600121	郑州煤电	-1.83	2.18	-0.04	2.14	2.14	0	0	--  	--  	--  	--  	--  	2.18	--  	0	  1.30	煤炭开采	河南	0.00	2.18	0	0	--  	363	363	69	77700	--  	--  	--  	         12.18	         26.56亿	         26.56亿	  0.00	      0	--  	--  	2	1.39	-8.02	-2.68	-8.02	--  	          9.61亿	--  	17.42	1.33	-- -- 				-1.83	--  	--  	-1.83	--  	--  	--  	--  	20191031	19980107	         12.18	--  	--  	131.57	34.27	         10.81	65.73	62.22	43.60	4.96	82.66	3.00	23.01	2.41	29.13	21.52	1.33	0.01	1.57	0.65	-0.65	-0.87	10.36	-0.86	-4.59	47124.00	          9353	2.04万	-139.17	-20.29	          0.77	-30.74	0.91	1.91	-0.053㈢	          2.81	0.00	          0.20	          0.85	         -0.07	         26.05	  -1.88㈢	         26.15	          4.57	         -2.22	0.01	16027	600121	--  	--  	--  	
600242	中昌数据	-1.84	8.16	-0.15	8.01	8.01	0	0	--  	--  	--  	--  	--  	8.16	    98.73	0	  0.41	软件服务	广东	0.00	8.16	0	0	--  	423	423	570	338800	--  	--  	--  	          4.13	         33.67亿	         37.26亿	  0.00	      0	--  	--  	2	2.25	-10.33	11.78	3.68	--  	         18.96亿	71.07	30.70	1.47	-- -- 				-1.84	--  	--  	-1.84	--  	--  	--  	--  	20191226	20001207	          4.57	--  	--  	36.84	21.32	          1.88	37.03	13.70	0.04	0.53	8.19	0.27	7.32	21.00	23.55	21.67	0.45	0.01	0.46	0.40	0.28	0.28	-4.56	-0.46	-1.82	42309.00	          5492	4.48万	-70.89	9.35	          1.75	-81.63	1.58	0.00	0.062㈢	          4.67	0.00	          4.60	         -1.00	         -0.10	         57.87	   1.33㈢	          8.02	          1.92	          1.20	0.05	336	600242	--  	--  	--  	
000007	全新好	-1.84	8.15	-0.15	8.00	8.00	0	0	--  	--  	--  	--  	--  	8.15	--  	0	  0.50	酒店餐饮	深圳	0.00	8.15	0	0	--  	163	163	89	130400	--  	--  	--  	          3.09	         25.18亿	         28.24亿	  0.00	      0	--  	--  	-1	-0.98	-12.55	-24.26	-14.21	--  	         16.76亿	--  	--  	0.45	KDJ死叉				-1.84	--  	--  	-1.84	--  	--  	--  	--  	20191119	19920413	          3.46	--  	--  	3.57	1.81	          0.03	48.26	0.99	0.64	0.00	0.41	0.00	0.00	1.57	0.31	0.10	0.18	-0.06	-0.04	-0.09	-0.09	0.08	-3.31	-0.22	0.04	20417.00	         10071	8.21万	-7.50	-3.68	         15.57	-131.14	90.86	0.00	-0.027㈢	          0.52	0.00	          0.45	         -0.96	         -0.06	         50.77	  -5.13㈢	         69.34	         57.49	        -29.96	--  	84	000007	--  	--  	--  	
600119	*ST长投	-1.85	5.96	-0.11	5.85	5.85	0	0	--  	--  	--  	--  	--  	5.96	--  	0	  1.59	仓储物流	上海	0.00	5.96	0	0	--  	250	250	159	146300	--  	--  	--  	          3.07	         18.32亿	         18.32亿	  0.00	      0	--  	--  	-1	-2.62	-4.03	11.82	9.56	--  	         11.79亿	--  	--  	0.64	-- -- 				-1.85	--  	--  	-1.85	--  	--  	--  	--  	20191030	19980115	          3.07	--  	--  	15.64	0.85	          1.75	83.38	6.60	3.49	1.22	11.76	0.43	3.89	3.32	5.66	4.69	-0.38	-0.02	-0.33	-0.42	-0.55	-0.59	-6.17	-0.32	-0.74	32262.00	          6133	3.66万	81.23	-33.81	         21.49	-57.23	3.24	0.00	-0.178㈢	          0.28	0.00	          1.08	         -2.01	         -0.10	          5.45	 -64.09㈢	         17.20	         -6.66	         -9.65	0.05	619	600119	--  	--  	--  	
